,"deklination ","stamme"
"κοιλία,2836,false","1. (-ᾱ)","α-stamme"
"κοίμησις,2838,false","3.","ι-stamme"
"κοινωνία,2842,false","1. (-ᾱ)","α-stamme"
"κοινωνός,2844,false","2.","ο-stamme"
"κοίτη,2845,false","1. (-η)","α-stamme"
"κοιτών,2846,false","3.","ν-stamme"
"κόκκος,2848,false","2.","ο-stamme"
"κολακεία,2850,false","1. (-ᾱ)","α-stamme"
"κόλασις,2851,false","3.","ι-stamme"
"κολλούριον,2854,false","2.","ο-stamme"
"κολλυβιστής,2855,false","1. (-η)","α-stamme"
"Κολοσσαί,2857,false","1. (-ᾰ)","α-stamme"
"κόλπος,2859,false","2.","ο-stamme"
"κολυμβήθρα,2861,false","1. (-ᾱ)","α-stamme"
"κολωνία,2862,false","1. (-ᾱ)","α-stamme"
"κόμη,2864,false","1. (-η)","α-stamme"
"κονιορτός,2868,false","2.","ο-stamme"
"κοπετός,2870,false","2.","ο-stamme"
"κοπή,2871,false","1. (-η)","α-stamme"
"κόπος,2873,false","2.","ο-stamme"
"κοπρία,2874,false","1. (-ᾱ)","α-stamme"
"κόπριον,2874,true","2.","ο-stamme"
"κόραξ,2876,false","3.","κ-stamme"
"κοράσιον,2877,false","2.","ο-stamme"
"κορβᾶν,2878,false","indeklinalbel","indeklinalbel"
"Κόρινθος,2882,false","2.","ο-stamme"
"Κορνήλιος,2883,false","2.","ο-stamme"
"κόρος,2884,false","2.","ο-stamme"
"κοσμοκράτωρ,2888,false","3.","ρ-stamme"
"κόσμος,2889,false","2.","ο-stamme"
"Κούαρτος,2890,false","2.","ο-stamme"
"κουστωδία,2892,false","1. (-ᾱ)","α-stamme"
"κόφινος,2894,false","2.","ο-stamme"
"κράβαττος,2895,false","2.","ο-stamme"
"κραιπάλη,2897,false","1. (-η)","α-stamme"
"κρανίον,2898,false","2.","ο-stamme"
"κράσπεδον,2899,false","2.","ο-stamme"
"κράτος,2904,false","3.","ς-stamme"
"κραυγή,2906,false","1. (-η)","α-stamme"
"κρέας,2907,false","3.","ς-stamme"
"κρημνός,2911,false","2.","ο-stamme"
"Κρής,2912,false","3.","τ-stamme"
"Κρήσκης,2913,false","3.","ντ-stamme"
"Κρήτη,2914,false","1. (-η)","α-stamme"
"κριθή,2915,false","1. (-η)","α-stamme"
"κρίμα,2917,false","3.","τ-stamme"
"κρίνον,2918,false","2.","ο-stamme"
"κρίσις,2920,false","3.","ι-stamme"
"Κρίσπος,2921,false","2.","ο-stamme"
"κριτήριον,2922,false","2.","ο-stamme"
"κριτής,2923,false","1. (-η)","α-stamme"
"κρύπτη,2926,false","1. (-η)","α-stamme"
"κρύσταλλος,2930,false","2.","ο-stamme"
"κτῆμα,2933,false","3.","τ-stamme"
"κτῆνος,2934,false","3.","ς-stamme"
"κτήτωρ,2935,false","3.","ρ-stamme"
"κτίσις,2937,false","3.","ι-stamme"
"κτίσμα,2938,false","3.","τ-stamme"
"κτίστης,2939,false","1. (-η)","α-stamme"
"κυβεία,2940,false","1. (-ᾱ)","α-stamme"
"κυβέρνησις,2941,false","3.","ι-stamme"
"κυβερνήτης,2942,false","1. (-η)","α-stamme"
"κύκλῳ,2945,false","indeklinalbel","indeklinalbel"
"κυλισμός,2946,false","2.","ο-stamme"
"κῦμα,2949,false","3.","τ-stamme"
"κύμβαλον,2950,false","2.","ο-stamme"
"κύμινον,2951,false","2.","ο-stamme"
"κυνάριον,2952,false","2.","ο-stamme"
"Κύπριος,2953,false","2.","ο-stamme"
"Κύπρος,2954,false","2.","ο-stamme"
"Κυρηναῖος,2956,false","2.","ο-stamme"
"Κυρήνη,2957,false","1. (-η)","α-stamme"
"Κυρήνιος,2958,false","2.","ο-stamme"
"κυρία,2959,false","1. (-ᾱ)","α-stamme"
"κύριος,2962,false","2.","ο-stamme"
"κυριότης,2963,false","3.","τ-stamme"
"κύων,2965,false","3.","ν-stamme"
"κῶλον,2966,false","2.","ο-stamme"
"κώμη,2968,false","1. (-η)","α-stamme"
"κωμόπολις,2969,false","3.","ι-stamme"
"κῶμος,2970,false","2.","ο-stamme"
"κώνωψ,2971,false","3.","π-stamme"
"Κώς,2972,false","2. (attisk)","ο-stamme"
"Λάζαρος,2976,false","2.","ο-stamme"
"λαῖλαψ,2978,false","3.","π-stamme"
"λαλιά,2981,false","1. (-ᾱ)","α-stamme"
"λαμπάς,2985,false","3.","δ-stamme"
"λαμπρότης,2987,false","3.","τ-stamme"
"Λαοδίκεια,2993,false","1. (-ᾱ)","α-stamme"
"Λαοδικεύς,2994,false","3.","ευ-stamme"
"λαός,2992,false","2.","ο-stamme"
"λάρυγξ,2995,false","3.","γ-stamme"
"Λασαία,2996,false","1. (-ᾱ)","α-stamme"
"λατρεία,2999,false","1. (-ᾱ)","α-stamme"
"λάχανον,3001,false","2.","ο-stamme"
"λεγιών,3003,false","3.","ν-stamme"
"λεῖμμα,3005,false","3.","τ-stamme"
"λειτουργία,3009,false","1. (-ᾱ)","α-stamme"
"λειτουργός,3011,false","2.","ο-stamme"
"λέντιον,3012,false","2.","ο-stamme"
"λεπίς,3013,false","3.","δ-stamme"
"λέπρα,3014,false","1. (-ᾱ)","α-stamme"
"λεπτός,3016,false","2.","ο-stamme"
"Λευί,3018,false","indeklinalbel","indeklinalbel"
"Λευίτης,3019,false","1. (-η)","α-stamme"
"λέων,3023,false","3.","ντ-stamme"
"λήθη,3024,false","1. (-η)","α-stamme"
"λῆμψις,3028,false","3.","ι-stamme"
"ληνός,3025,false","2.","ο-stamme"
"λῆρος,3026,false","2.","ο-stamme"
"λῃστής,3027,false","1. (-η)","α-stamme"
"λίβανος,3030,false","2.","ο-stamme"
"λιβανωτός,3031,false","2.","ο-stamme"
"Λιβερτῖνος,3032,false","2.","ο-stamme"
"Λιβύη,3033,false","1. (-η)","α-stamme"
"λίθος,3037,false","2.","ο-stamme"
"λιμήν,3040,false","3.","ν-stamme"
"λίμνη,3041,false","1. (-η)","α-stamme"
"λιμός,3042,false","2.","ο-stamme"
"λίνον,3043,false","2.","ο-stamme"
"Λίνος,3044,false","2.","ο-stamme"
"λίτρα,3046,false","1. (-ᾱ)","α-stamme"
"λίψ,3047,false","3.","β-stamme"
"λογεία,3048,false","1. (-ᾱ)","α-stamme"
"λόγιον,3051,false","2.","ο-stamme"
"λογισμός,3053,false","2.","ο-stamme"
"λογομαχία,3055,false","1. (-ᾱ)","α-stamme"
"λόγος,3056,false","2.","ο-stamme"
"λόγχη,3057,false","1. (-η)","α-stamme"
"λοιδορία,3059,false","1. (-ᾱ)","α-stamme"
"λοιμός (II),3061,false","2.","ο-stamme"
"Λουκᾶς,3065,false","1. (-ᾱ)","α-stamme"
"Λούκιος,3066,false","2.","ο-stamme"
"λουτρόν,3067,false","2.","ο-stamme"
"Λύδδα,3069,false","1. (-ᾱ)","α-stamme"
"Λυδία,3070,false","1. (-ᾱ)","α-stamme"
"Λυκαονία,3071,false","1. (-ᾱ)","α-stamme"
"Λυκία,3073,false","1. (-ᾱ)","α-stamme"
"λύκος,3074,false","2.","ο-stamme"
"λύπη,3077,false","1. (-η)","α-stamme"
"Λυσανίας,3078,false","1. (-ᾱ)","α-stamme"
"Λυσίας,3079,false","2.","ο-stamme"
"λύσις,3080,false","3.","ι-stamme"
"Λύστρα,3082,false","1. (-ᾱ)","α-stamme"
"λύτρον,3083,false","2.","ο-stamme"
"λύτρωσις,3085,false","3.","ι-stamme"
"λυτρωτής,3086,false","1. (-η)","α-stamme"
"λυχνία,3087,false","1. (-ᾱ)","α-stamme"
"λύχνος,3088,false","2.","ο-stamme"
"Λωΐς,3090,false","3.","δ-stamme"
"Μαγδαληνή,3094,false","1. (-η)","α-stamme"
"μαγεία,3095,false","1. (-ᾱ)","α-stamme"
"μάγος,3097,false","2.","ο-stamme"
"μαθητής,3101,false","1. (-η)","α-stamme"
"μαθήτρια,3102,false","1. (-ᾱ)","α-stamme"
"Μαθθαῖος,3156,false","2.","ο-stamme"
"Μαθθίας,3159,false","2.","ο-stamme"
"μακαρισμός,3108,false","2.","ο-stamme"
"Μακεδονία,3109,false","1. (-ᾱ)","α-stamme"
"Μακεδών,3110,false","3.","ν-stamme"
"μάκελλον,3111,false","2.","ο-stamme"
"μακροθυμία,3115,false","1. (-ᾱ)","α-stamme"
"μαλακία,3119,false","1. (-ᾱ)","α-stamme"
"Μάλχος,3124,false","2.","ο-stamme"
"μάμμη,3125,false","1. (-η)","α-stamme"
"μαμωνᾶς,3126,false","1. (-ᾱ)","α-stamme"
"Μανασσῆ,3128,false","uregelmæssig","uregelmæssig"
"μανία,3130,false","1. (-ᾱ)","α-stamme"
"μαργαρίτης,3135,false","1. (-η)","α-stamme"
"Μάρθα,3136,false","1. (-ᾱ)","α-stamme"
"Μαρία,3137,false","1. (-ᾱ)","α-stamme"
"Μᾶρκος,3138,false","2.","ο-stamme"
"μάρμαρος,3139,false","2.","ο-stamme"
"μαρτυρία,3141,false","1. (-ᾱ)","α-stamme"
"μαρτύριον,3142,false","2.","ο-stamme"
"μάρτυς,3144,false","3.","ρ-stamme"
"μάστιξ,3148,false","3.","γ-stamme"
"μαστός,3149,false","2.","ο-stamme"
"ματαιολογία,3150,false","1. (-ᾱ)","α-stamme"
"ματαιότης,3153,false","3.","τ-stamme"
"Ματταθίας,3161,false","1. (-ᾱ)","α-stamme"
"μάχαιρα,3162,false","1. (-ᾱ)","α-stamme"
"μάχη,3163,false","1. (-η)","α-stamme"
"μεγαλειότης,3168,false","3.","τ-stamme"
"μεγαλωσύνη,3172,false","1. (-η)","α-stamme"
"μέγεθος,3174,false","3.","ς-stamme"
"μεγιστάν,3175,false","3.","ν-stamme"
"μέθη,3178,false","1. (-η)","α-stamme"
"μεθοδεία,3180,false","1. (-ᾱ)","α-stamme"
"μέθυσος,3183,false","2.","ο-stamme"
"μέλι,3192,false","3.","τ-stamme"
"Μελίτη,3194,false","1. (-η)","α-stamme"
"μέλος,3196,false","3.","ς-stamme"
"μεμβράνα,3200,false","1. (-ᾰ)","α-stamme"
"μέριμνα,3308,false","1. (-ᾰ)","α-stamme"
"μερίς,3310,false","3.","δ-stamme"
"μερισμός,3311,false","2.","ο-stamme"
"μεριστής,3312,false","1. (-η)","α-stamme"
"μέρος,3313,false","3.","ς-stamme"
"μεσημβρία,3314,false","1. (-ᾱ)","α-stamme"
"μεσίτης,3316,false","1. (-η)","α-stamme"
"μεσονύκτιον,3317,false","2.","ο-stamme"
"Μεσοποταμία,3318,false","1. (-ᾱ)","α-stamme"
"μεσότοιχον,3320,false","2.","ο-stamme"
"μεσουράνημα,3321,false","3.","τ-stamme"
"Μεσσίας,3323,false","1. (-η)","α-stamme"
"μετάθεσις,3331,false","3.","ι-stamme"
"μετάλημψις,3336,false","3.","ι-stamme"
"μετάνοια,3341,false","1. (-ᾱ)","α-stamme"
"μετοικεσία,3350,false","1. (-ᾱ)","α-stamme"
"μετοχή,3352,false","1. (-η)","α-stamme"
"μετρητής,3355,false","2.","ο-stamme"
"μέτρον,3358,false","2.","ο-stamme"
"μέτωπον,3359,false","2.","ο-stamme"
"Μῆδος,3370,false","2.","ο-stamme"
"μῆκος,3372,false","3.","ς-stamme"
"μηλωτή,3374,false","1. (-η)","α-stamme"
"μήν (II),3376,false","3.","ν-stamme"
"μηρός,3382,false","2.","ο-stamme"
"μήτηρ,3384,false","3.","ρ-stamme"
"μήτρα,3388,false","1. (-ᾱ)","α-stamme"
"μητρολῴας,3389,false","1. (-η)","α-stamme"
"μίασμα,3393,false","3.","τ-stamme"
"μιασμός,3394,false","2.","ο-stamme"
"μίγμα,3395,false","3.","τ-stamme"
"Μίλητος,3399,false","2.","ο-stamme"
"μίλιον,3400,false","2.","ο-stamme"
"μιμητής,3402,false","1. (-η)","α-stamme"
"μισθαποδοσία,3405,false","1. (-ᾱ)","α-stamme"
"μισθαποδότης,3406,false","2.","ο-stamme"
"μισθός,3408,false","2.","ο-stamme"
"μίσθωμα,3410,false","3.","τ-stamme"
"μισθωτός,3411,false","2.","ο-stamme"
"Μιτυλήνη,3412,false","1. (-η)","α-stamme"
"μνᾶ,3414,false","1. (-ᾱ)","α-stamme"
"Μνάσων,3416,false","3.","ν-stamme"
"μνεία,3417,false","1. (-ᾱ)","α-stamme"
"μνῆμα,3418,false","3.","τ-stamme"
"μνημεῖον,3419,false","2.","ο-stamme"
"μνήμη,3420,false","1. (-η)","α-stamme"
"μνημόσυνον,3422,false","2.","ο-stamme"
"μόδιος,3426,false","2.","ο-stamme"
"μοιχαλίς,3428,false","3.","δ-stamme"
"μοιχεία,3430,false","1. (-ᾱ)","α-stamme"
"μοιχός,3432,false","2.","ο-stamme"
"μολυσμός,3436,false","2.","ο-stamme"
"μομφή,3437,false","1. (-η)","α-stamme"
"μονή,3438,false","1. (-η)","α-stamme"
"μορφή,3444,false","1. (-η)","α-stamme"
"μόρφωσις,3446,false","3.","ι-stamme"
"μόσχος,3448,false","2.","ο-stamme"
"μόχθος,3449,false","2.","ο-stamme"
"μυελός,3452,false","2.","ο-stamme"
"μῦθος,3454,false","2.","ο-stamme"
"μύλος,3458,false","2.","ο-stamme"
"Μύρα,3460,false","1. (-ᾱ)","α-stamme"
"μυριάς,3461,false","3.","δ-stamme"
"μύρον,3464,false","2.","ο-stamme"
"Μυσία,3465,false","1. (-ᾱ)","α-stamme"
"μυστήριον,3466,false","2.","ο-stamme"
"μώλωψ,3468,false","3.","π-stamme"
"μῶμος,3470,false","2.","ο-stamme"
"μωρία,3472,false","1. (-ᾱ)","α-stamme"
"μωρολογία,3473,false","1. (-ᾱ)","α-stamme"
"Μωϋσῆς,3475,false","3.","υ-stamme"
"Ναζωραῖος,3480,false","2.","ο-stamme"
"ναός,3485,false","2.","ο-stamme"
"νάρδος,3487,false","2.","ο-stamme"
"Νάρκισσος,3488,false","2.","ο-stamme"
"ναύκληρος,3490,false","2.","ο-stamme"
"ναῦς,3491,false","uregelmæssig","uregelmæssig"
"ναύτης,3492,false","1. (-η)","α-stamme"
"νεανίας,3494,false","1. (-η)","α-stamme"
"νεανίσκος,3495,false","2.","ο-stamme"
"νέκρωσις,3500,false","3.","ι-stamme"
"νεομηνία,3561,false","1. (-ᾱ)","α-stamme"
"νεότης,3503,false","3.","τ-stamme"
"νεφέλη,3507,false","1. (-η)","α-stamme"
"νέφος,3509,false","3.","ς-stamme"
"νεφρός,3510,false","2.","ο-stamme"
"νεωκόρος,3511,false","2.","ο-stamme"
"Νηρεύς,3517,false","3.","ευ-stamme"
"νησίον,3519,false","2.","ο-stamme"
"νῆσος,3520,false","2.","ο-stamme"
"νηστεία,3521,false","1. (-ᾱ)","α-stamme"
"Νικάνωρ,3527,false","3.","ρ-stamme"
"νίκη,3529,false","1. (-η)","α-stamme"
"Νικόδημος,3530,false","2.","ο-stamme"
"Νικολαΐτης,3531,false","1. (-η)","α-stamme"
"Νικόλαος,3532,false","2.","ο-stamme"
"Νικόπολις,3533,false","3.","ι-stamme"
"νῖκος,3534,false","3.","ς-stamme"
"Νινευίτης,3536,false","1. (-η)","α-stamme"
"νιπτήρ,3537,false","3.","ρ-stamme"
"νόημα,3540,false","3.","τ-stamme"
"νομή,3542,false","1. (-η)","α-stamme"
"νόμισμα,3546,false","3.","τ-stamme"
"νομοδιδάσκαλος,3547,false","2.","ο-stamme"
"νομοθεσία,3548,false","1. (-ᾱ)","α-stamme"
"νομοθέτης,3550,false","1. (-η)","α-stamme"
"νόμος,3551,false","2.","ο-stamme"
"νόσημα,3553,false","3.","τ-stamme"
"νόσος,3554,false","2.","ο-stamme"
"νοσσιά,3555,false","1. (-ᾱ)","α-stamme"
"νοσσίον,3556,false","2.","ο-stamme"
"νοσσός,3502,false","2.","ο-stamme"
"νότος,3558,false","2.","ο-stamme"
"νουθεσία,3559,false","1. (-ᾱ)","α-stamme"
"νοῦς,3563,false","3.","ου-stamme"
"Νύμφα,3564,false","1. (-ᾱ)","α-stamme"
"νύμφη,3565,false","1. (-η)","α-stamme"
"νυμφίος,3566,false","2.","ο-stamme"
"νυμφών,3567,false","3.","ν-stamme"
"νύξ,3571,false","uregelmæssig","uregelmæssig"
"νυχθήμερον,3574,false","2.","ο-stamme"
"νῶτος,3577,false","2.","ο-stamme"
"ξενία,3578,false","1. (-ᾱ)","α-stamme"
"ξέστης,3582,false","2.","ο-stamme"
"ξύλον,3586,false","2.","ο-stamme"
"ὄγκος,3591,false","2.","ο-stamme"
"ὁδηγός,3595,false","2.","ο-stamme"
"ὁδοιπορία,3597,false","1. (-ᾱ)","α-stamme"
"ὁδός,3598,false","2.","ο-stamme"
"ὀδούς,3599,false","3.","ντ-stamme"
"ὀδύνη,3601,false","1. (-η)","α-stamme"
"ὀδυρμός,3602,false","2.","ο-stamme"
"Ὀζίας,3604,false","1. (-η)","α-stamme"
"ὀθόνη,3607,false","1. (-η)","α-stamme"
"ὀθόνιον,3608,false","2.","ο-stamme"
"οἰκετεία,3610,true","1. (-ᾱ)","α-stamme"
"οἰκέτης,3610,false","1. (-η)","α-stamme"
"οἴκημα,3612,false","3.","τ-stamme"
"οἰκητήριον,3613,false","2.","ο-stamme"
"οἰκία,3614,false","1. (-ᾱ)","α-stamme"
"οἰκιακός,3615,false","2.","ο-stamme"
"οἰκοδεσπότης,3617,false","1. (-η)","α-stamme"
"οἰκοδομή,3619,false","1. (-η)","α-stamme"
"οἰκοδόμος,3618,true","2.","ο-stamme"
"οἰκονομία,3622,false","1. (-ᾱ)","α-stamme"
"οἰκονόμος,3623,false","2.","ο-stamme"
"οἶκος,3624,false","2.","ο-stamme"
"οἰκουμένη,3625,false","1. (-η)","α-stamme"
"οἰκτιρμός,3628,false","2.","ο-stamme"
"οἰνοπότης,3630,false","1. (-η)","α-stamme"
"οἶνος,3631,false","2.","ο-stamme"
"οἰνοφλυγία,3632,false","1. (-ᾱ)","α-stamme"
"ὄλεθρος,3639,false","2.","ο-stamme"
"ὀλιγοπιστία,3640,true","1. (-ᾱ)","α-stamme"
"ὀλοθρευτής,3644,false","1. (-η)","α-stamme"
"ὁλοκαύτωμα,3646,false","3.","τ-stamme"
"ὁλοκληρία,3647,false","1. (-ᾱ)","α-stamme"
"Ὀλυμπᾶς,3652,false","1. (-ᾱ)","α-stamme"
"ὄλυνθος,3653,false","2.","ο-stamme"
"ὄμβρος,3655,false","2.","ο-stamme"
"ὁμιλία,3657,false","1. (-ᾱ)","α-stamme"
"ὀμίχλη,887,true","1. (-η)","α-stamme"
"ὄμμα,3659,false","3.","τ-stamme"
"ὁμοιότης,3665,false","3.","τ-stamme"
"ὁμοίωμα,3667,false","3.","τ-stamme"
"ὁμοίωσις,3669,false","3.","ι-stamme"
"ὁμολογία,3671,false","1. (-ᾱ)","α-stamme"
"ὀνάριον,3678,false","2.","ο-stamme"
"ὀνειδισμός,3680,false","2.","ο-stamme"
"ὄνειδος,3681,false","3.","ς-stamme"
"Ὀνήσιμος,3682,false","2.","ο-stamme"
"Ὀνησίφορος,3683,false","2.","ο-stamme"
"ὄνομα,3686,false","3.","τ-stamme"
"ὄνος,3688,false","2.","ο-stamme"
"ὄξος,3690,false","3.","ς-stamme"
"ὀπή,3692,false","1. (-η)","α-stamme"
"ὅπλον,3696,false","2.","ο-stamme"
"ὀπτασία,3701,false","1. (-ᾱ)","α-stamme"
"ὀπώρα,3703,false","1. (-ᾱ)","α-stamme"
"ὅραμα,3705,false","3.","τ-stamme"
"ὅρασις,3706,false","3.","ι-stamme"
"ὀργή,3709,false","1. (-η)","α-stamme"
"ὀργυιά,3712,false","1. (-ᾱ)","α-stamme"
"ὄρεξις,3715,false","3.","ι-stamme"
"ὄρθρος,3722,false","2.","ο-stamme"
"ὅριον,3725,false","2.","ο-stamme"
"ὅρκος,3727,false","2.","ο-stamme"
"ὁρκωμοσία,3728,false","1. (-ᾱ)","α-stamme"
"ὁρμή,3730,false","1. (-η)","α-stamme"
"ὅρμημα,3731,false","3.","τ-stamme"
"ὄρνεον,3732,false","2.","ο-stamme"
"ὄρνις,3733,false","3.","ι-stamme"
"ὁροθεσία,3734,false","1. (-ᾱ)","α-stamme"
"ὄρος,3735,false","3.","ς-stamme"
"ὁσιότης,3742,false","3.","τ-stamme"
"ὀσμή,3744,false","1. (-η)","α-stamme"
"ὀστέον,3747,false","2.","ο-stamme"
"ὄσφρησις,3750,false","3.","ι-stamme"
"ὀσφῦς,3751,false","3.","υ-stamme"
"οὐρά,3769,false","1. (-ᾱ)","α-stamme"
"οὐρανός,3772,false","2.","ο-stamme"
"Οὐρβανός,3773,false","2.","ο-stamme"
"Οὐρίας,3774,false","1. (-ᾱ)","α-stamme"
"οὖς,3775,false","3.","τ-stamme"
"οὐσία,3776,false","1. (-ᾱ)","α-stamme"
"ὀφειλέτης,3781,false","1. (-η)","α-stamme"
"ὀφειλή,3782,false","1. (-η)","α-stamme"
"ὀφείλημα,3783,false","3.","τ-stamme"
"ὄφελος,3786,false","3.","ς-stamme"
"ὀφθαλμοδουλία,3787,false","1. (-ᾱ)","α-stamme"
"ὀφθαλμός,3788,false","2.","ο-stamme"
"ὄφις,3789,false","3.","ι-stamme"
"ὀφρῦς,3790,false","3.","υ-stamme"
"ὄχλος,3793,false","2.","ο-stamme"
"ὀχύρωμα,3794,false","3.","τ-stamme"
"ὀψάριον,3795,false","2.","ο-stamme"
"ὄψις,3799,false","3.","ι-stamme"
"ὀψώνιον,3800,false","2.","ο-stamme"
"παγίς,3803,false","3.","δ-stamme"
"πάθημα,3804,false","3.","τ-stamme"
"πάθος,3806,false","3.","ς-stamme"
"παιδαγωγός,3807,false","2.","ο-stamme"
"παιδάριον,3808,false","2.","ο-stamme"
"παιδεία,3809,false","1. (-ᾱ)","α-stamme"
"παιδευτής,3810,false","1. (-η)","α-stamme"
"παιδίον,3813,false","2.","ο-stamme"
"παιδίσκη,3814,false","1. (-η)","α-stamme"
"παῖς,3816,false","3.","δ-stamme"
"παλαιότης,3821,false","3.","τ-stamme"
"πάλη,3823,false","1. (-η)","α-stamme"
"παλιγγενεσία,3824,false","1. (-ᾱ)","α-stamme"
"Παμφυλία,3828,false","1. (-ᾱ)","α-stamme"
"πανδοχεῖον,3829,false","2.","ο-stamme"
"πανδοχεύς,3830,false","3.","ευ-stamme"
"πανήγυρις,3831,false","3.","ι-stamme"
"πανοπλία,3833,false","1. (-ᾱ)","α-stamme"
"πανουργία,3834,false","1. (-ᾱ)","α-stamme"
"πανοῦργος,3835,false","2.","ο-stamme"
"παντοκράτωρ,3841,false","3.","ρ-stamme"
"παράβασις,3847,false","3.","ι-stamme"
"παραβάτης,3848,false","1. (-η)","α-stamme"
"παραβολή,3850,false","1. (-η)","α-stamme"
"παραγγελία,3852,false","1. (-ᾱ)","α-stamme"
"παράδεισος,3857,false","2.","ο-stamme"
"παράδοσις,3862,false","3.","ι-stamme"
"παραθήκη,3866,false","1. (-η)","α-stamme"
"παράκλησις,3874,false","3.","ι-stamme"
"παράκλητος,3875,false","2.","ο-stamme"
"παρακοή,3876,false","1. (-η)","α-stamme"
"παραλλαγή,3883,false","1. (-η)","α-stamme"
"παραμυθία,3889,false","1. (-ᾱ)","α-stamme"
"παραμύθιον,3890,false","2.","ο-stamme"
"παρανομία,3892,false","1. (-ᾱ)","α-stamme"
"παραπικρασμός,3894,false","2.","ο-stamme"
"παράπτωμα,3900,false","3.","τ-stamme"
"παράσημος,3902,false","2.","ο-stamme"
"παρασκευή,3904,false","1. (-η)","α-stamme"
"παρατήρησις,3907,false","3.","ι-stamme"
"παραφρονία,3913,false","1. (-ᾱ)","α-stamme"
"παραχειμασία,3915,false","1. (-ᾱ)","α-stamme"
"πάρδαλις,3917,false","3.","ι-stamme"
"παρεμβολή,3925,false","1. (-η)","α-stamme"
"πάρεσις,3929,false","3.","ι-stamme"
"παρηγορία,3931,false","1. (-ᾱ)","α-stamme"
"παρθενία,3932,false","1. (-ᾱ)","α-stamme"
"παρθένος,3933,false","2.","ο-stamme"
"Πάρθος,3934,false","2.","ο-stamme"
"Παρμενᾶς,3937,false","1. (-ᾱ)","α-stamme"
"πάροδος,3938,false","2.","ο-stamme"
"παροικία,3940,false","1. (-ᾱ)","α-stamme"
"παροιμία,3942,false","1. (-ᾱ)","α-stamme"
"παροξυσμός,3948,false","2.","ο-stamme"
"παροργισμός,3950,false","2.","ο-stamme"
"παρουσία,3952,false","1. (-ᾱ)","α-stamme"
"παροψίς,3953,false","3.","δ-stamme"
"παρρησία,3954,false","1. (-ᾱ)","α-stamme"
"Πάταρα,3959,false","1. (-ᾱ)","α-stamme"
"πατήρ,3962,false","3.","ρ-stamme"
"Πάτμος,3963,false","2.","ο-stamme"
"πατριά,3965,false","1. (-ᾱ)","α-stamme"
"πατριάρχης,3966,false","1. (-η)","α-stamme"
"πατρίς,3968,false","3.","δ-stamme"
"Πατροβᾶς,3969,false","1. (-ᾱ)","α-stamme"
"πατρολῴας,3964,false","1. (-ᾱ)","α-stamme"
"Παῦλος,3972,false","2.","ο-stamme"
"Πάφος,3974,false","2.","ο-stamme"
"πέδη,3976,false","1. (-η)","α-stamme"
"πεῖρα,3984,false","1. (-ᾱ)","α-stamme"
"πειρασμός,3986,false","2.","ο-stamme"
"πεισμονή,3988,false","1. (-η)","α-stamme"
"πέλαγος,3989,false","3.","ς-stamme"
"πένης,3993,false","3.","τ-stamme"
"πενθερά,3994,false","1. (-ᾱ)","α-stamme"
"πενθερός,3995,false","2.","ο-stamme"
"πένθος,3997,false","3.","ς-stamme"
"πεντηκοστή,4005,false","1. (-η)","α-stamme"
"πεποίθησις,4006,false","3.","ι-stamme"
"πέρας,4009,false","3.","τ-stamme"
"Πέργαμος,4010,false","2.","ο-stamme"
"Πέργη,4011,false","1. (-η)","α-stamme"
"περιβόλαιον,4018,false","2.","ο-stamme"
"περίθεσις,4025,false","3.","ι-stamme"
"περικάθαρμα,4027,false","3.","τ-stamme"
"περικεφαλαία,4030,false","1. (-ᾱ)","α-stamme"
"περιοχή,4042,false","1. (-η)","α-stamme"
"περιποίησις,4047,false","3.","ι-stamme"
"περισσεία,4050,false","1. (-ᾱ)","α-stamme"
"περίσσευμα,4051,false","3.","τ-stamme"
"περιστερά,4058,false","1. (-ᾱ)","α-stamme"
"περιτομή,4061,false","1. (-η)","α-stamme"
"περίψημα,4067,false","3.","τ-stamme"
"Περσίς,4069,false","3.","δ-stamme"
"πετεινός,4071,false","2.","ο-stamme"
"πέτρα,4073,false","1. (-ᾱ)","α-stamme"
"Πέτρος,4074,false","2.","ο-stamme"
"πήγανον,4076,false","2.","ο-stamme"
"πηγή,4077,false","1. (-η)","α-stamme"
"πηδάλιον,4079,false","2.","ο-stamme"
"πηλός,4081,false","2.","ο-stamme"
"πήρα,4082,false","1. (-ᾱ)","α-stamme"
"πῆχυς,4083,false","3.","υ-stamme"
"πιθανολογία,4086,false","1. (-ᾱ)","α-stamme"
"πικρία,4088,false","1. (-ᾱ)","α-stamme"
"Πιλᾶτος,4091,false","2.","ο-stamme"
"πινακίδιον,4093,false","2.","ο-stamme"
"πίναξ,4094,false","3.","κ-stamme"
"πιότης,4096,false","3.","τ-stamme"
"Πισιδία,4099,false","1. (-ᾱ)","α-stamme"
"πίστις,4102,false","3.","ι-stamme"
"πλάνη,4106,false","1. (-η)","α-stamme"
"πλανήτης,4107,false","1. (-η)","α-stamme"
"πλάξ,4109,false","3.","κ-stamme"
"πλάσμα,4110,false","3.","τ-stamme"
"πλάτος,4114,false","3.","ς-stamme"
"πλατύς,4113,false","3.","υ-stamme"
"πλέγμα,4117,false","3.","τ-stamme"
"πλεονέκτης,4123,false","1. (-η)","α-stamme"
"πλεονεξία,4124,false","1. (-ᾱ)","α-stamme"
"πλευρά,4125,false","1. (-ᾱ)","α-stamme"
